ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval
wBozBh7BR6k,150,160,"/m/04rlf,/t/dd00031","['cartoon theme', 'female vocal', 'merrily singing', 'strings', 'piano', 'bass guitar', 'acoustic drums', 'playful', 'uplifting', 'positive', 'childlike', 'japanese']",This is the theme of a cartoon. There is a female vocalist singing merrily at a medium-to-high pitch in the Japanese language. The melody is being played on the strings and the piano while a simple on-beat bass line can be heard being played in the background. There is a simple 4/4 acoustic drum beat for the rhythm. The piece has an uplifting atmosphere. This piece could be used in the soundtrack of a children's movie. It could also be used in anime soundtracks.,9,True,True
wC0mY7NzihY,380,390,"/m/01s0ps,/m/05148p4,/m/05r5c","['low quality', 'digital piano funky chords', 'punchy kick', 'fat snare', 'shimmering hi hats', 'groovy', 'wah pedal effect', 'funky']","The low quality recording features a digital piano, funky chords played over punchy kick, fat snare and shimmering hi hats. The digital piano uses a wah pedal effect, which makes it sound funky and groovy.",4,False,False
wDpz90boBzU,80,90,/m/0y4f8,"['amateur recording', 'pop', 'male voices singing', 'percussion/drums', 'e-guitar', 'male voice singing along', 'loud', 'celebrating energy']",This audio contains drums playing a loud groove with cymbals and an e-guitar playing a melody in the lower key. Male voices are singing loud while sounding happy. Another male voice that appears to come from the crowd is singing along. This is an amateur recording. This song may be playing loud while celebrating with friends.,6,False,False
wEHRmd84Dwc,240,250,/m/0mkg,"['latin music', 'tango', 'no singer', 'instrumental', 'single instrument', 'accordion', 'joyful', 'lively']",This is a latin music piece in the style of tango. It is an instrumental piece. The only instrument being played is an accordion. The accordion is playing a joyful tune. This piece could be playing in the background at an Iberian coffee shop.,9,False,False
wFTlySgdWX4,30,40,"/m/02p0sh1,/m/04rlf,/m/0dwt5","['low quality', 'live performance', 'noisy', 'wooden percussive instruments', 'steel guitar melody', 'shimmering bells melody', 'mono', 'traditional', 'muddy', 'messy']","The low quality recording features a live performance of a traditional song that consists of wooden percussive instruments, steel guitar melody and shimmering bells melody. The recording is in mono and it sounds really noisy, messy and muddy, since the frequencies of the instruments are clashing with each other.",4,True,True
wGievbsKUnk,100,110,"/m/03m5k,/m/0d8_n","['amateur song', 'harp song', 'female voice', 'no other instruments', 'romantic song', 'slow tempo', 'no percussion']",This song features a female voice singing the main melody. This is accompanied by a harp on which chords are being played. There are no other instruments in this song. This song can be played in a romantic movie. This is an amateur recording.,0,False,False
wIP7AqIOU1s,30,40,"/m/015lz1,/m/04rlf,/m/07brj,/m/0y4f8","['male vocalist', 'muffled audio', 'inferior audio quality', 'tambourine beats', 'boisterous', 'chaotic', 'confusing', 'noisy', 'syncopated', 'enthusiastic', 'energetic', 'brass instrument', 'clapping', 'tambirine', 'keyboard accompaniment', 'chanting', 'talking', 'incoherent lyrics', 'amateur recording', 'loud']","A male vocalist sings this song. The tempo is medium with loud boomy singing.the audio quality is bad so the music and vocals are muffled. There are traces of tambourine beat, trumpet or some brass instrument,keyboard accompaniment, people talking, chanting and clapping. It is chaotic, confusing and noisy.",7,True,True
wKE9STHwX-Q,30,40,"/m/01lyv,/m/02mscn,/m/04rlf","['rock', 'male vocal', 'melodic singing', 'electric guitar', 'piano', 'bass guitar', 'acoustic drums', 'gloomy', 'bleak', 'medium tempo']",This is a rock music piece. There is a male vocalist singing melodically in the lead. A clean sounding electric is playing the main tune while a piano later joins in for texture. There is a mild sounding bass guitar. A basic rock acoustic drum beat provides the rhythmic structure. There is a gloomy aura to this song. It could be used in the soundtracks of drama movies and TV shows.,9,True,True
wKoFJHb2BoI,30,40,"/m/018vs,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y","['soul/ballad', 'backing track', 'e-guitar', 'slow tempo', 'sensual']","Someone is playing a solo on a clean e-guitar along with a backing track that sounds like a slow soulful, sad ballad with strings,bass, acoustic drums and an e-guitar strumming single chords as a rhythmic instrument. This song may be played outside by a busker.",6,True,True
wL4HaT8rEVU,30,40,"/m/04rlf,/m/07qlwh6","['slow rock', 'amateur recording', 'low quality recording', 'cymbals', 'guitar arpeggios', 'bassline', 'instrumental', 'no voices', 'slow tempo', 'chorus effect on guitar']",This slow rock song features a guitar playing arpeggiated chords. The guitar has added effects of chorus and reverb. The bass plays a descending run in the scale of the chords. The percussion plays the different cymbals one after the other. The recording quality is low. There are no voices in this song. This song can be played in a dreamy sequence of a movie.,0,True,True
wLITXWAuZy0,0,10,"/m/04rlf,/t/dd00034","['low quality', 'shimmering chime bell', 'breathy flute melody', 'mellow piano melody', 'sustained strings melody', 'easygoing', 'calming', 'emotional']","The low quality recording features a shimmering chime bell, breathy flute melody, mellow piano chords and sustained strings melody. It sounds easygoing, calming and emotional.",4,False,False
wLQiZ-0VW4c,60,70,"/m/01glhc,/m/0342h,/m/04rlf,/m/04szw,/m/06w87,/m/0fx80y","['instrumental', 'slow tempo', 'electric guitar harmony', 'classic rock', 'incoherent backup music', 'background music', 'subdued background music', 'ambient sounds', 'loud feedback', 'amplified guitar', 'sonic power', 'stringed instrument', 'rock', 'heavy rock', 'metal']","This music is an electric guitar instrumental. The tempo is slow with an electric guitar harmony and a subdued, incoherent background score. This music is classic Rock.",7,False,False
wMHBhCVv--g,190,200,"/m/04rlf,/m/064t9,/m/07p78v5","['techno', 'dance music', 'male voice', 'female voice', 'male voice', 'synth', 'programmed percussion', 'siren sounds', 'bass', 'trance song']","This techno song features a male voice singing the main melody. A female voice is heard singing vocables in the background. In the beginning of this clip, the voice is accompanied by a programmed percussion playing the kick at every count and the snare at alternate counts. A synth is playing the same melody as the main voice. A siren is playing in the background. After two bars of eight counts, the percussion plays a roll and the bass plays a groovy bassline. The synth plays a ring modulated sound. This song can be played in a club.",0,False,False
wMN-Xp9IMUw,230,240,"/m/026t6,/m/04rlf,/m/04szw,/m/05r5wn,/m/0l14md","['afro cuban', 'rumba', 'live performance', 'male vocal', 'choir', 'joyful singing', 'percussion', 'shekere', 'conga', 'lively', 'vibrant', 'dance']",This is an Afro-cuban music piece in the style of rumba. It is a live performance. There is a male vocal and a choir singing in a joyful manner. The rhythmic background is composed of Afro-Cuban percussive elements such as the shekere and the conga. The atmosphere is lively and vibrant. This piece could be used as an accompaniment piece for a rumba dance course.,9,False,False
wMelBK3yArA,30,40,"/m/01v1d8,/m/04rlf","['electro/techno', 'alto saxophone', 'percussive sound', 'uptempo', 'dance']",A sample of an alto saxophone playing a repeating melody is being played. At the end some percussive hit comes in with a riser. The whole song sounds upbeat and invites the body to pulse. This song may be playing at a festival with a DJ on stage.,6,True,True
wMi_0eEIpcM,220,230,"/m/02hnl,/m/04rlf,/m/04szw,/m/06by7,/m/07s8j8t,/m/07sbbz2,/m/0l14md","['rock', 'electric guitar', 'drums', 'harmonica', 'live performance', 'loud', 'playful']","This is a live recording from a rock music concert. There is an electric guitar playing the rhythm section upfront with a loud drum background. A harmonica solo is being played over the guitar and the drums. The song carries a playful and energetic atmosphere. This music could be played at a bar, especially a rock bar.",9,True,True
wPmTJWybq_E,210,220,"/m/016cjb,/m/02mscn,/m/04rlf","['male singer', 'backup singers', 'vocal harmony', 'medium tempo', 'percussive bass line', 'tambourine percussions', 'christian contemporary music', 'praise and worship', 'meditational', 'congregational music', 'hymns', 'prayers', 'rejoicing', 'bad audio quality', 'organ accompaniment', 'gospel band', 'church service', 'steady drumming rhythm', 'piano acc']","A male singer leads backup singers into a gospel song in vocal harmony. The tempo is medium with a groovy bass line , organ accompaniment, tambourine percussion, guitar strumming and keyboard accompaniment. The song is prayerful and spirited. The song has bad audio quality.",1,False,False
wQN7fRaPl2A,60,70,"/m/0140xf,/m/02mscn,/m/04rlf,/m/05r5wn","['female singer', 'medium tempo', 'cheerful', 'happy', 'spirited', 'celebratory', 'simple', 'classic latin songs', 'lively', 'latin folk songs', 'latin percussions', 'latin music', 'spanish music', 'guiro', 'acordion melody', 'foreign language', 'world music', 'congas', 'bongos', 'acoustic guitar accompaniment', 'steady bass line', 'male backup', 'muddled audio']","A female vocalist sings this classic Spanish song. The tempo is medium with a lively accordion harmony, guiro , congas and bongos rhythm, steady bass line, and acoustic guitar accompaniment. The music is simple, light, happy, joyful, cheerful, celebratory and spirited with vocal backup.There are sounds of people cheering in the background. This is a Classic Latin Folk Song.",7,True,True
wQhycJsKSPE,340,350,"/m/01kcd,/m/0319l","['narration', 'man narrates technique', 'repair video soundtrack', 'exciting', 'emotional', 'documentary soundtrack', 'tragic', 'passionate', 'spirited', 'youtube video', 'dyi', 'youtube repair video', 'western classical music', 'philharmonic orchestral music', 'french horn playing softly']","A man narrates a repair technique for a French horn. The song plays at medium tempo, with a brass section playing in an orchestra. The song is medium tempo and plays a soundtrack for the repair video.",1,False,False
wR7n4Gg-_ac,150,160,"/m/04rlf,/t/dd00037","['sound effects', 'explosions', 'sirens', 'male voice', 'gasp', 'strings', 'brass', 'high-pitched choir', 'dramatic', 'horrifying', 'ominous', 'movie music']","This is a movie music piece. Initially, sound effects related to the movie such as explosions and sirens can be heard. A male voice can be heard gasping. There is an orchestra made up of a brass section, a string section and a choir singing at a high pitch. The atmosphere is ominous. This piece could be used in the soundtrack of a horror movie.",9,False,False
wRWxsKN394Q,220,230,/m/05pd6,"['big-band/marching', 'brass/horn section', 'acoustic drums', 'tambourine', 'flutes', 'uptempo']",This audio contains a musical composition played by a big horn section and a lot of flutes. Someone is playing a simple and loud groove on the drums. In the background you can hear someone playing a marimba. This song may be playing live at a big sports event.,6,False,False
wS4d-q9H4NE,70,80,"/m/0239kh,/m/026t6,/m/02hnl,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md","['drum solo', 'cowbell accent', 'moderate tempo', 'no other instruments', 'no voices', 'instruction music', 'instrumental']","This song is a drum solo. The hi-hat is played in eighths on the one, two and four counts of the bar. This drum is playing a syncopated rhythm. On the third count, the snare is played. The cowbell is played five times in 2 bars of eight counts. There are no other instruments in this song. There are no voices in this song. This song can be played as an instruction for syncopated drumming patterns.",0,False,False
wSeT9dlfDTc,30,40,"/m/03q5t,/m/05148p4","['low quality', 'harpsichord melody', 'passionate', 'emotional', 'classical', 'cover']",The low quality recording features a cover of a classical song that consists of a harpsichord melody. It sounds passionate and emotional.,4,False,False
wT2Y0DCq5LI,30,40,"/m/04rlf,/m/0gg8l","['american folk music', 'country', 'male vocal', 'male back vocal', 'folk singing', 'fiddle', 'acoustic guitar', 'banjo', 'bass guitar', 'cozy', 'easygoing', 'melancholic', 'slow tempo']","This is an American folk music piece. There is a male vocal singing melodically as the lead and there is a male back vocal accompanying the lead in different harmonies. The melody is composed of a rich amalgam of chordophones such as the fiddle, the acoustic guitar, the bass guitar and the banjo. The atmosphere is easygoing but melancholic. This piece could be playing in the background at an American diner or a pub. It could also work well in the soundtrack of a movie taking place in rural USA.",9,True,True
wTPI3MHqxSQ,190,200,"/m/04rlf,/m/0l14gg,/t/dd00033","['synthesized string lead melody', 'chimes', 'digital piano', 'slow and steady', 'light', 'airy']",A synthesized string lead melody is accompanied by digital piano accompaniment and chimes. The tempo is slow and steady and the feeling is light and airy.,8,False,False
wXWpkfGfZD8,30,40,"/m/04rlf,/m/07brj","['electronic', 'reggae', 'dub', 'dj', 'turntable', 'electric guitar', 'electronic drums', 'tropical', 'danceable', 'upbeat']",This is an electronic DJ set in the style of Jamaican reggae music. There is a DJ performing over a track that has a groovy beat being played by the electric guitar and the electronic drums. There is a tropical atmosphere. Samples could be lifted from this recording to be used in the beat-making.,9,True,True
wXmIm6Bq3Tc,30,40,"/m/015lz1,/m/04rlf,/m/05r5wn","['jazz fusion', 'r&b/soul', 'easygoing', 'appealing male vocals', 'seductive saxophone', 'mid tempo', 'fun', 'jazzy drum kit', 'live music']",The music features a mix between jazz and soul music. The instrumental is easygoing and fun. A male singer with a seductive and appealing voice sings a fun melody. A saxophone plays a melody in the background that adds texture to the instrumental. The music is a live recording of a performance.,5,True,True
wYtd_Sq2-Tw,240,250,"/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y,/m/0g12c5,/t/dd00125","['electric guitar', 'flanger effect', 'no other instruments', 'no voices', 'instrumental']",This song features an electric guitar playing arpeggiated chords. The guitar is playing with a flanger effect added to change the tone. There are no other instruments in this song. There are no voices in this song. This is an instrumental song. This song can be used in an instructional video on an effects processor.,0,False,False
wZopmfXTtxw,30,40,"/m/026z9,/m/04rlf,/m/05zppz,/m/06j6l","['disco', 'wide electric guitar chord progression', 'acoustic rhythm guitar', 'shimmering shakers', 'simple kick patter', 'punchy snare', 'groovy bass guitar', 'wide tinny percussive elements', 'sizzling triangle', 'flat male vocal', 'fun', 'exciting', 'energetic']","The Disco song features a widely spread electric guitar chord progression, acoustic rhythm guitar, shimmering shakers, tinny percussive elements, followed by simple kick pattern, punchy snare and groovy bass guitar, over which sings the flat male vocal. It sounds energetic, fun and exciting, as it is something you would definitely hear in clubs during 70s and 80s.",4,True,True
w_XFNKSRgKI,210,220,"/m/01p970,/m/0l14md","['hand percussion', 'male singer', 'regular rhythm', 'violin', 'violin doubling singer', 'hypnotic', 'trance inducing', 'additive rhythm', 'odd meter']",Hand percussion accompanies a male singer and violin doubling a melody with a constant regular rhythm. Mood is hypnotic and trance inducing. Features additive rhythms and odd meters.,8,False,False
w_z9oSn-eIM,280,290,"/m/04rlf,/m/04szw,/m/05148p4,/m/05r5c,/m/0ggq0m","['classical', 'piano', 'live performance', 'emotional', 'passionate', 'heart-touching']",This is a classical music performance. The piece is played by a classical piano which is complex with rising and falling sequences. The atmosphere is filled with emotion and passion. This heart-touching piece could certainly be used in the soundtrack of a drama movie or a TV show.,9,True,True
wc4UEh8wvCA,30,40,"/m/04rlf,/m/0gg8l","['slow rock song', 'male voice', 'acoustic guitar', 'fingerstyle guitar', 'moderate tempo', 'no other instruments', 'no percussion', 'pedal bass notes']","This slow rock song starts with an acoustic guitar playing chords in fingerstyle. For each chord, a pedal bass note is played while the higher pitch notes are played in a repeated sequence of three notes being played one after the other. A male voice sings the main melody. There are no other instruments in this song. This song can be played in a movie scene where a car is driving across a deserted highway.",0,True,True
wcLPCMoy5hk,50,60,"/m/01kcd,/m/06ncr","['low quality', 'noisy', 'mono', 'flat male vocal', 'alto saxophone notes', 'tutorial']",The low quality recording features a tutorial where a flat male vocal is talking in-between notes of alto saxophone. The recording is noisy and in mono.,4,False,False
weJKl-6TiDQ,30,40,"/m/0283d,/m/04rlf,/m/07s72n,/m/08cyft,/m/0m0jc","['low quality', 'pop', 'groovy synth keys chords', 'punchy snare', 'punchy kick', 'simple hi hats', 'shimmering open hats', 'arpeggiated echoing synth lead', 'wide synth pad chords', 'energetic', 'repetitive', 'smooth sub bass']","The low quality recording features a pop song that consists of groovy synth keys, punchy snare and kick hits, simple hi hats, shimmering open hats, smooth sub bass, arpeggiated echoing synth lead and wide synth pad chords. It sounds energetic and a bit repetitive - like something you would hear in a TV commercial, as background music.",4,True,True
wgIf0FX6WzI,290,300,"/m/01c194,/m/02bk07,/m/04rlf","['hindi/ keyboard', 'synth pad', 'drums', 'male voice singing']",This song contains a soft synth pad playing long notes. With every drum kick hit a bell sounding instrument is playing a repeating melody. A male voice is singing a melody or mantra. The whole recording is full of reverb and not of the best sound-quality. This song may be playing while slowly moving/dancing.,6,True,True
wg_kYW4xvz4,30,40,"/m/02w4v,/m/04rlf","['low quality', 'hip hop', 'noisy', 'thin', 'muffled', 'groovy piano melody', 'synth lead melody', 'strings power chords', 'punchy snare', 'shimmering shakers', 'clapping', 'punchy kick']","The low quality recording features a hip hop song played on a speaker that features groovy piano melody, synth lead melody, strings power chords, punchy snare, shimmering shakers, claps and punchy kick hits. It sounds noisy and thin as it lacks bass frequencies.",4,True,True
whIj6mrUGzQ,30,40,"/m/01lyv,/m/01swy6,/m/04rlf","['country/yodeling', 'acoustic guitars', 'female voice singing/yodeling', 'higher register', 'amateur recording', 'slow tempo', 'background voices']",Someone is playing an acoustic guitar while a female voice is singing/yodeling in a higher pitch. in the background voices can be heard. This is an amateur recording. This song may be playing at a local folk-event.,6,True,True
whZygh228yw,150,160,"/m/02cjck,/m/04rlf","['western classical music', 'tense', 'ominous', 'utmost importance', 'life changing moments', 'eerie', 'spirited', 'passionate', 'opera hall', 'creating fear', 'timpani percussions', 'drums playing furiously', 'string section', 'conductor', 'composer', 'horn section', 'brass section', 'emotional', 'scary', 'building anticipation', 'philharmonic orchestra']","The song is an instrumental piece. The song is medium tempo with a furiously playing timpani percussion, string section playing, horns playing and low pitched harmony that evokes danger and suspense. The song is a modern western classical instrumental.",1,True,True
wj4ukZFNEgs,130,140,/m/06cqb,"['male vocalist', 'fast tempo', 'latin music', 'shakers', 'latin pop', 'pulsating', 'electrifying', 'buoyant', 'fervent', 'enthusiastic', 'excishakers', 'acoustic guitar', 'latin song', 'latin urbano', 'high-spirited', 'buoyant', 'upbeat', 'groovy', 'intense drumming', 'groovy bass', 'synthesiser arrangements', 'keyboard harmony', 'digital drum', 'lively vocal backup', 'latin dance music', 'dance pop', 'club musc', 'latin dance hits', 'world music', 'punchy', 'perky']","A male vocalist sings this upbeat Latin pop song. The tempo is fast with infectious drumming, groovy bass line,electric guitar, keyboard harmony, acoustic guitar, shakers,synthesiser arrangement and digital drumming. The song is youthful , energetic,enthusiastic, animated,fervent, pulsating, electrifying ,exciting,and buoyant. This song is a Latin Urbano.",7,False,False
woVby8SBWDI,150,160,"/m/015lz1,/m/04rlf,/m/0l14jd","['low quality audio', 'female voice', 'backing voices', 'moderate tempo']",This low quality audio features a female voice singing the main melody. Other voices sing backing vocals in this song. Other instruments cannot be heard due to the low quality of audio.,0,False,False
woyCm7d2UIM,30,40,"/m/04rlf,/m/0xzly","['latin dance', 'male vocal', 'rising pattern', 'accordeon', 'bass guitar', 'electronic drums', 'people shouting', 'energetic', 'vibrant', 'loud']",This is the recording of a latin dance music piece. It has a male vocalist singing the same word repeatedly at a medium-to-high pitch. There is an accordion playing the melody and a bass guitar in the background. The electronic drums play a latin beat for the rhythm. There is a constant rising and accelerating pattern in the piece. The sound of people shouting can be heard in the recording. The atmosphere is very loud and vibrant.,9,True,True
wraN7rWUsfI,30,40,"/m/02fxyj,/m/04rlf","['live recording', 'low quality audio', 'untintelligible human vocal sounds']",This audio includes a woman making unintelligible animal sounds with her voice. The audio is recorded live in low quality.,3,True,True
wsJ5ZLKiPzs,230,240,"/m/04rlf,/m/0g293,/m/0ln16","['salsa', 'amateur recording', 'bass', 'cowbell', 'congas', 'mixed voices singing', 'piano', 'trumpet/trombone', 'crowd cheering/whistling']",Someone is playing a cowbell along with other percussion such as congas along to a pumping bassline. A piano and a brass section are playing a countermelody to the female and male voices singing. In the background you can hear people cheering and whistling. This is an amateur recording and of poor audio-quality. This song may be playing on a dancefloor.,6,True,True
wsdH6cv4YkA,30,40,"/m/0283d,/m/03mb9,/m/04rlf,/m/07gxw,/m/07lnk,/m/07s72n,/m/08cyft,/m/0ggx5q,/t/dd00035","['dance/electronic', 'low quality', 'repetitive synth keys melody', 'synth guitar lick', 'distorted synth bass', 'simple hi hats', 'energetic crash', 'short reversed crash riser', '4 on the floor kick pattern', 'repetitive pulsating synth pad chord progression', 'groovy synth keys chord progression', 'energetic', 'punchy snare', 'claps', 'simmering shaker']","The Dance/Electronic song features a repetitive synth keys melody, synth guitar lick, distorted synth bass that perfectly complements the ""4 on the floor"" kick pattern, punchy snare hits layered with claps, simple ""2 step"" hi hat pattern, shimmering shakers, repetitive, pulsating synth pad chord progression and groovy synth keys chord progression. At the end of the first part of the loop, there is a short, reversed crash riser, where the drums subtly fade out, followed by energetic crash at the beginning of the second part of the loop, where the drums are brought back again. It sounds energetic and like something you would hear in clubs during the 00s.",4,True,True
wt-f7K_suBc,30,40,"/m/01lyv,/m/04rlf","['regional mexican', 'repetitive acoustic guitar chord', 'groovy bass', 'passionate male vocal', 'shimmering shakers', 'accordion melody', 'passionate', 'emotional', 'soulful']","The Regional Mexican song features a passionate male vocal singing over repetitive acoustic guitar chord and groovy bass, after which there are shimmering shakers and accordion melody playing. It sounds passionate, emotional and soulful.",4,False,False
wv6YaiCGPi0,260,270,"/m/015vgc,/m/01c194,/m/04rlf","['male singer', 'slow tempo', 'indian classical', 'puja', 'meditation', 'calm', 'peaceful', 'soothing', 'indian devotional song', 'acoustic guitar', 'keyboard harmony', 'alap', 'raga', 'chanting', 'atmospheric synthesiser']","A male vocalist sings this devotional song. The tempo is medium with acoustic guitar rhythm, steady keyboard harmony, synthesised violin harmony and xylophone like sound and soft tambourine beats. The song is a soothing, calm, peaceful, meditative, Indian classical devotional chant.",7,True,True
wwHi10qX8u8,300,310,"/m/02x8m,/m/04rlf","['funk song', 'groovy beat', 'no voices', 'instrumental', 'guitar', 'bass', 'happy mood', 'simple percussion', 'hand claps', 'trumpets', 'go-go music']","This funk song features trumpets playing the main melody. The bass plays the same melody on the lower octave. This is accompanied by percussion playing a simple beat. The beat is groovy. Guitars play a funky rhythm using muting technique and playing funk style chords. The trumpet starts off playing a descending sequence of four notes followed by an ascending sequence of three notes. In between lines, the trumpet plays on note in a staccato style. This song has a happy mood. This song can be played in a casino scene in a movie. There are no voices in this song.",0,False,False
wwbATvWFaLY,30,40,"/m/03q5t,/m/05148p4","['classical music', 'french opera', 'instrumental', 'harpsichord', 'medieval sounding', 'dramatic', 'grandiose', 'intrigue', 'fast-paced']","This is a French opera music piece. It is an instrumental piece. There are two harpsichords performing the piece. There is a medieval sound to the piece. It has a dramatic and grandiose feel. This piece could be used in the soundtrack of a movie or a TV series that takes place in the medieval era, especially during scenes of intrigue.",9,False,False
wxKtBDKasgM,310,320,"/m/04rlf,/t/dd00036","['metal', 'rock', 'black metal', 'distorted guitar chords', 'haunting', 'mysterious', 'croaky male voice', 'raspy male voice', 'christian choral backing vocals']","The song is a black metal band which features a heavily distorted, sustained guitar chord. The male voice is croaky, raspy, deep and fuzzy. There is a soft choral vocal in the background.",3,False,False
wz-7sy_Rin4,0,10,"/m/01kcd,/m/04fq5q,/m/04rlf,/m/04szw","['low quality', 'muffled trumpet melody', 'male laughing', 'noisy', 'mono', 'intro']",The low quality recording features a muffled trumpet melody playing. There is a random male laughing sound. The recording is very noisy and in mono. It sounds like an intro of a video.,4,True,True
x-ob6_6f4jQ,110,120,"/m/04rlf,/t/dd00036","['heavy metal', 'no singer', 'instrumental', 'distorted electric guitar', 'bass guitar', 'acoustic drums', 'loud', 'violent', 'hard-hitting', 'aggressive']","This is an instrumental heavy metal piece. The distorted electric guitar is playing an aggressive riff while accompanied by a bass guitar. In the rhythmic background, there is a slow but hard-hitting heavy metal beat played on the acoustic drums. The atmosphere is loud and violent. This piece can be used in the soundtrack of a movie/TV show involving crime. It could also be played at a rock bar or a sports venue.",9,True,True
x14jW4c8YnQ,20,30,"/m/01kcd,/m/0319l","['low quality', 'classical', 'orchestra', 'live performance', 'dynamic', 'wide french horn melody', 'wide strings melody', 'easygoing', 'passionate', 'emotional']","The low quality recording features an orchestral live performance of a classical song and it contains a wide french horn melody playing over a wide string melody. It sounds easygoing, passionate, dynamic and emotional.",4,False,False
x1KyLxsnJY0,80,90,"/m/04rlf,/m/0g293","['dance song', 'female voice', 'moderate tempo', 'programmed percussion', 'bass', 'synth backing', 'uptempo', 'club music']",This dance song features a female voice singing the main melody. This is accompanied by programmed percussion playing a simple beat which starts off with a drum roll. The bass plays the root notes of the chords. A synth plays chords in the background. This song has an upbeat mood. This song can be played in a club.,0,False,False
x1S2oreZBWU,30,40,"/m/026z9,/m/02x8m,/m/04rlf,/m/0gywn","['r&b', 'disco funk', 'female vocal', 'melodic singing', 'electric guitar', 'bass guitar', 'acoustic drums', 'groovy', 'hip', 'danceable']",This is an R&B/disco funk music piece. There are multiple layers of a female vocalist singing melodically. The melody is being played by the electric guitar while the bass guitar is playing a groovy bass line. There is a funky acoustic drum beat in the background. The atmosphere is hip and the piece is very danceable. The piece could be playing for a 70s night at a dance club.,9,False,False
x1x54MgStxQ,130,140,"/m/04rlf,/m/04szw,/m/07xzm,/m/0fx80y,/m/0l14_3","['male singer', 'indian music', 'ukulele accompaniment', 'bengali pop song', 'emotional', 'spirited', 'message of kindness', 'passionate', 'love anthem', 'madly in love', 'adore you', 'medium tempo', 'groovy music', 'tambourine percussion', 'steady drumming rhythm', 'clapping rhythm', 'groovy bass line', 'indian pop song', 'private music video']","A male singer sings this delightful melody. The song is medium tempo with a ukulele accompaniment, steady drumming rhythm with various percussions like clapping and tambourine along with a keyboard accompaniment. The song is emotional and groovy. The song is a local Indian language pop song, most probably a Bengali pop song.",1,True,True
x22NHqwKSNE,90,100,"/m/026t6,/m/02hnl,/m/04rlf,/m/04szw,/m/05pd6,/m/0l14md,/m/0l156b","['low quality', 'live performance', 'steel drums melody', 'energetic drums', 'energetic', 'exotic', 'passionate', 'mono', 'noisy']","The low quality recording features a live performance of steel drums, followed by energetic drums in the background. It sounds exotic, passionate, energetic and the recording is noisy and in mono.",4,False,False
x6FbyqrK0g0,30,40,"/m/026z9,/m/04rlf,/m/0l14gg,/m/0l14qv,/t/dd00035","['techno', 'house beat', 'dance', 'syncopated synth bass', 'delay', 'off beat hi-hat', 'mid tempo', 'chopped vocal sample', 'synth chords', 'four on the floor kick pattern']","Techno or house music with a four on the floor kick pattern, off beat hi-hat pattern, synth chords with delay and a chopped vocal sample. It is mid-tempo and minimal for dancing.",8,True,True
x6U1gX5a_4M,30,40,"/m/04rlf,/m/06bxc,/m/0glt670","['hip hop', 'punchy snare', 'punchy kick', 'funky electric guitar', 'brass melody', 'groovy synth keys melody', 'groovy bass', 'shimmering hi hats', 'flat male vocal', 'background male vocals', 'energetic', 'groovy', 'exciting', 'low quality']","The low quality recording features a hip hop song that consists of a flat male vocal, alongside some background male vocals, rapping over punchy kick and snare hits, shimmering hi hats, funky electric guitar, brass melody, groovy synth keys melody and groovy bass. It sounds energetic, groovy and exciting.",4,False,False
x7tOPTm31tQ,170,180,"/m/02lkt,/m/0342h,/m/04rlf,/m/04szw,/m/06by7,/m/0dls3,/m/0fx80y","['rock', 'e-guitar', 'e-bass', 'male voices singing', 'acoustic drums', 'medium to uptempo']","This song contains a male voice repeating the same melody in a loop while another male voice is singing on top in a higher register. An acoustic drum is holding a four on the floor groove with a kick on every beat. The e-bass and e-guitar are playing along to the loop, repeating themselves. This song may be playing at a live concert downtown.",6,False,False
x85BtdoxRek,180,190,"/m/04rlf,/m/06bxc,/m/0glt670","['hip-hop', 'male vocal', 'rapping', 'brass sample', 'female voice sample', 'strong bass', 'electronic drums', 'hip', 'urban']",This is a hip-hop music piece. There is a male vocal rapping in the lead. The beat has a brass sample and a female voice sample. There is a strong bass sound. The rhythmic background is composed of a hip-hop electronic drum beat. There is an urban atmosphere. This piece could be playing in the soundtrack of a car street-racing video game.,9,False,False
x9bcsYF_by8,230,240,"/m/01xqw,/m/02qmj0d,/m/07y_7,/m/0l14_3","['symphonic song', 'string section', 'cello', 'violins', 'classical song', 'no voices', 'instrumental', 'slow tempo']","This symphonic song features a melody played on a cello. This is accompanied by violins playing in the background. It starts off as a slow tempo song. After a brief pause, the instruments play staccato notes at a faster tempo. There is no percussion in this song. There are no voices in this song. This is a classical instrumental piece. This song can be played in a luxury watch advertisement.",0,False,False
x9xXU30ktcY,50,60,"/m/01hgjl,/m/02lkt,/m/04rlf","['low quality', 'noisy', 'mono', 'hip hop', 'dj scratching', 'crowd talking', 'muffled']","The low quality recording features a DJ scratching the vinyl of a hip hop song. There is a crowd talking in the background. The recording sounds muffled, noisy and it is in mono.",4,False,False
